"2302/28 ZETLAND AVENUE ","ZETLAND","NSW","2017","Unit: Standard","4","3","-","268","212","2023","Not Disclosed","06 Aug 2026","-","Pending Settlement Advice","Century 21 Radar Properties"
"69 UNION STREET ","PADDINGTON","NSW","2021","House","4","3","1","124","193","1890","$4,520,000","06 Aug 2026","-","Pending Settlement Advice","Ray White Eastern Beaches Coogee"
"7/162 BONDI ROAD ","BONDI","NSW","2026","Unit: Standard","1","1","-","515","39","1920","$650,000","06 Aug 2026","-","Pending Settlement Advice","Century 21 Armstrong-Smith"
"3/38 FLOOD STREET ","BONDI","NSW","2026","Unit: Standard","2","1","-","1,003","59","1940","$1,010,000","06 Aug 2026","-","Pending Settlement Advice","Raine & Horne Double Bay"
"18/1A CALEDONIAN ROAD ","ROSE BAY","NSW","2029","Unit: Standard","2","1","-","112","115","1930","Not Disclosed","06 Aug 2026","-","Pending Settlement Advice","Ray White Double Bay"
"116-132 MAROUBRA ROAD ","MAROUBRA","NSW","2035","Unit: Standard","2","2","1","10,688","-","1996","Not Disclosed","06 Aug 2026","-","Pending Settlement Advice","Richardson & Wrench Maroubra"
"24/105 VICTORIA STREET ","POTTS POINT","NSW","2011","Unit: Standard","1","1","-","3,554","53","1890","$1,000,000","05 Aug 2026","-","Pending Settlement Advice","The Agency Hunters Hill"
"20 WELLINGTON STREET ","WATERLOO","NSW","2017","House: One Storey / Lowset","3","1","-","80","82","-","Not Disclosed","05 Aug 2026","-","Pending Settlement Advice","Ray White Erskineville, Alexandria And Surry Hills"
"29/106 JOYNTON AVENUE ","ZETLAND","NSW","2017","Unit: Standard","2","2","1","4,405","105","2002","$970,000","05 Aug 2026","-","Pending Settlement Advice","Mgm Martin"
"4/23 BELLEVUE ROAD ","BELLEVUE HILL","NSW","2023","Unit: Standard","3","2","1","120","90","2002","Not Disclosed","05 Aug 2026","-","Pending Settlement Advice","Ray White Double Bay"
"7B/27-31 OCEAN STREET ","BONDI","NSW","2026","Unit: Standard","2","1","1","-","87","1973","Not Disclosed","05 Aug 2026","-","Pending Settlement Advice","JT Allen Real Estate"
"6/766 NEW SOUTH HEAD ROAD ","ROSE BAY","NSW","2029","Unit: Standard","2","1","-","1,158","79","1930","Not Disclosed","05 Aug 2026","-","Pending Settlement Advice","Trg Sales"
"5C/12 MILFORD STREET ","RANDWICK","NSW","2031","Unit: Standard","2","1","1","2,169","88.4","1970","$1,625,000","05 Aug 2026","-","Pending Settlement Advice","Belle Property Randwick"
"2A BOND STREET ","MAROUBRA","NSW","2035","House: One Storey / Lowset","5","4","4","410","308","2024","Not Disclosed","05 Aug 2026","-","Pending Settlement Advice","Ray White Eastern Beaches"
"33A BOTANY ROAD ","WATERLOO","NSW","2017","Commercial: Retail Building","-","-","-","164","-","-","Not Disclosed","04 Aug 2026","-","Pending Settlement Advice","Raine & Horne Kingsford/Kensington"
"3A/34-38 MCEVOY STREET ","WATERLOO","NSW","2017","Unit","2","2","-","149","71","2017","Not Disclosed","04 Aug 2026","-","Pending Settlement Advice","First National Real Estate JV Partners"
"806/18 O'DEA AVENUE ","WATERLOO","NSW","2017","Unit","2","2","1","829","68","2019","Not Disclosed","04 Aug 2026","-","Pending Settlement Advice","Richardson & Wrench Alexandria/Waterloo"
"14/1 LEVY WALK ","ZETLAND","NSW","2017","Unit: Standard","3","2","-","267","263","2005","$2,065,000","04 Aug 2026","-","Pending Settlement Advice","Mgm Martin"
"48 ORMOND STREET ","PADDINGTON","NSW","2021","House","3","2","1","114","-","-","Not Disclosed","04 Aug 2026","-","Pending Settlement Advice","McGrath Double Bay"
"7/2 MARATHON ROAD ","DARLING POINT","NSW","2027","Unit: Standard","2","1","1","671","78","1930","$1,910,000","04 Aug 2026","-","Pending Settlement Advice","Ppd Real Estate"
"21/89-91 DANGAR STREET ","RANDWICK","NSW","2031","Unit: Townhouse/Villa","3","2","-","3,714","102","1997","Not Disclosed","04 Aug 2026","-","Pending Settlement Advice","Century 21 Classic Real Estate"
"517/1 BRUCE BENNETTS PLACE ","MAROUBRA","NSW","2035","Unit: Standard","3","2","-","167","102","2005","Not Disclosed","04 Aug 2026","-","Pending Settlement Advice","McGrath Maroubra"
"406/850 BOURKE STREET ","WATERLOO","NSW","2017","Unit: Standard","1","1","-","59","47","2014","$650,000","03 Aug 2026","-","Pending Settlement Advice","Richardson & Wrench Alexandria/Waterloo"
"4/24 CHESTER STREET ","WOOLLAHRA","NSW","2025","Unit: Standard","2","1","-","85","77","1930","Not Disclosed","03 Aug 2026","-","Pending Settlement Advice","Ray White Double Bay"
"26/118 WALLIS STREET ","WOOLLAHRA","NSW","2025","Unit: Standard","3","2","-","4,536","133","1999","$1,840,000","03 Aug 2026","-","Pending Settlement Advice","Ppd Real Estate"
"16/5 ST MARKS ROAD ","DARLING POINT","NSW","2027","Unit: Standard","2","1","-","2,744","76","1965","$1,100,000","03 Aug 2026","-","Pending Settlement Advice","Ppd Real Estate"
"33 VIEW STREET ","WOOLLAHRA","NSW","2025","House","3","3","1","173","184","1910","$4,250,000","01 Aug 2026","-","Pending Settlement Advice","Bresic Whitney Darlinghurst"
"6/65 DARLING POINT ROAD ","DARLING POINT","NSW","2027","Unit: Standard","1","1","-","1,550","63","1930","$1,120,000","01 Aug 2026","-","Pending Settlement Advice","Prestige Property Group Realty"
"15/2B TUSCULUM STREET ","POTTS POINT","NSW","2011","Unit: Standard","1","1","-","217","38","1925","Not Disclosed","31 Jul 2026","-","Pending Settlement Advice","Raine & Horne Double Bay"
"48/13 POTTER STREET ","WATERLOO","NSW","2017","Unit: Standard","3","2","-","256","101","2005","Not Disclosed","31 Jul 2026","-","Pending Settlement Advice","Bresic Whitney Inner West"
"816/5 O'DEA AVENUE ","ZETLAND","NSW","2017","Unit: Standard","2","1","1","2,719","67","2012","$812,000","31 Jul 2026","-","Pending Settlement Advice","Apex Lower North Shore"
"10 FAIRFAX ROAD ","BELLEVUE HILL","NSW","2023","House","5","3","2","703","-","-","Not Disclosed","31 Jul 2026","-","Pending Settlement Advice","Trg Sales"
"99 ADELAIDE PARADE ","WOOLLAHRA","NSW","2025","House: One Storey / Lowset","3","3","1","164","198","1900","Not Disclosed","31 Jul 2026","-","Pending Settlement Advice","Bresic Whitney Darlinghurst"
"10/30 WILLIAM STREET ","DOUBLE BAY","NSW","2028","Unit: Standard","2","1","-","625","80","1925","Not Disclosed","31 Jul 2026","-","Pending Settlement Advice","1st City Real Estate"
"21/71-79 AVOCA STREET ","RANDWICK","NSW","2031","Unit: Standard","1","1","1","783,000","52","1971","Not Disclosed","31 Jul 2026","-","Pending Settlement Advice","Ray White Eastern Beaches Coogee"
"10 CURTIN CRESCENT ","MAROUBRA","NSW","2035","House","3","1","-","248","132","-","Not Disclosed","31 Jul 2026","-","Pending Settlement Advice","Ngfarah"
"318/347 GEORGE STREET ","WATERLOO","NSW","2017","Unit: Standard","1","1","1","58","60","2015","$645,000","30 Jul 2026","-","Pending Settlement Advice","Richardson & Wrench Alexandria/Waterloo"
"118/11A LACHLAN STREET ","WATERLOO","NSW","2017","Unit","1","1","1","2,607","72","2005","Not Disclosed","30 Jul 2026","-","Pending Settlement Advice","Raine & Horne Double Bay"
"47/52-54 MCEVOY STREET ","WATERLOO","NSW","2017","Unit: Standard","1","1","-","2,189","59","2003","$675,000","30 Jul 2026","-","Pending Settlement Advice","Bresic Whitney Inner West"
"330/2-4 POWELL STREET ","WATERLOO","NSW","2017","Unit: Standard","2","2","-","5,605","85","2003","$1,190,000","30 Jul 2026","-","Pending Settlement Advice","Bresic Whitney Inner West"
"10/39 DOVER ROAD ","ROSE BAY","NSW","2029","Unit","2","2","1","69","69","1930","$1,450,000","30 Jul 2026","31 Jul 2026","-","-"
"2/596 OLD SOUTH HEAD ROAD ","ROSE BAY","NSW","2029","Unit: Standard","3","2","2","566","114","2001","Not Disclosed","30 Jul 2026","-","Pending Settlement Advice","Ray White Double Bay"
"8/95 DUNCAN STREET ","MAROUBRA","NSW","2035","Unit: Standard","1","1","1","647","53","1974","$820,000","30 Jul 2026","-","Pending Settlement Advice","Belle Property Randwick"
"18/101-103 MACLEAY STREET ","POTTS POINT","NSW","2011","Unit: Studio","-","1","1","30","30","1930","$525,000","29 Jul 2026","-","Pending Settlement Advice","Richardson & Wrench Elizabeth Bay / Potts Point"
"1/13 WYLDE STREET ","POTTS POINT","NSW","2011","Unit: Standard","2","1","1","442","85","1930","Not Disclosed","29 Jul 2026","-","Pending Settlement Advice","Bresic Whitney Darlinghurst"
"317/16 GADIGAL AVENUE ","WATERLOO","NSW","2017","Unit","2","2","1","2,257","76","2018","Not Disclosed","29 Jul 2026","-","Pending Settlement Advice","Stone Beecroft | Castle Hill | Epping"
"315/2-4 POWELL STREET ","WATERLOO","NSW","2017","Unit: Standard","1","1","-","5,605","80","2003","$675,000","29 Jul 2026","-","Pending Settlement Advice","Richardson & Wrench Alexandria/Waterloo"
"28 EBSWORTH STREET ","ZETLAND","NSW","2017","Unit: Standard","1","1","-","-","78","2017","$770,000","29 Jul 2026","-","Pending Settlement Advice","Triple S Property"
"704/1 LINK ROAD ","ZETLAND","NSW","2017","Unit","2","2","-","116","83","2017","$815,000","29 Jul 2026","-","Pending Settlement Advice","Mgm Martin"
"104 EDGECLIFF ROAD ","WOOLLAHRA","NSW","2025","House","2","1","1","158","-","-","Not Disclosed","29 Jul 2026","-","Pending Settlement Advice","Bresic Whitney Balmain"
"2/43 BOND STREET ","MAROUBRA","NSW","2035","Unit","2","1","-","64","59.3","1974","$1,090,000","29 Jul 2026","19 Aug 2026","-","The Agency Eastern Suburbs"
"103/24-30 SPRINGFIELD AVENUE ","POTTS POINT","NSW","2011","Commercial: Office Building","-","-","1","1,528","58","-","Not Disclosed","28 Jul 2026","-","Pending Settlement Advice","D'Ettorre Real Estate"
"53/36 FAIRFAX ROAD ","BELLEVUE HILL","NSW","2023","Unit: Standard","2","1","1","2,226","75","1976","Not Disclosed","28 Jul 2026","-","Pending Settlement Advice","Ray White Double Bay"
